#  Sample no 7 : Stan5
#  Number of scans: 2989
#  B=	150 - -1	274 - -1	1356 - -1
#  P=	163 - 269	320 - 1336	1845 - 2956
# 
#t [s]	Oxid.tube C	Postcomb.tube C	Flow N<sub>2</sub> ml/min	Flow lance ml/min	Input mbar	Output mbar	IR detect. unit
628	223	795	581	152	1555	1535	3550
629	223	795	581	152	1556	1535	3596
630	223	795	581	152	1556	1535	3649
631	222	794	581	152	1555	1534	3708
632	222	794	581	152	1555	1534	3771
633	222	793	581	152	1555	1534	3835
634	225	793	581	152	1555	1534	3899
635	225	793	581	152	1555	1534	3963
636	226	793	581	152	1555	1534	4025
637	226	792	581	152	1555	1534	4085
638	227	792	581	152	1555	1534	4146
639	223	793	581	152	1556	1535	4209
640	224	793	581	152	1556	1535	4278
641	224	793	581	152	1555	1534	4352
642	224	793	581	152	1555	1534	4437
643	224	793	581	152	1555	1534	4531
644	225	793	581	152	1556	1535	4632
645	225	794	581	152	1555	1535	4736
646	225	794	581	152	1555	1535	4841
647	226	795	581	152	1555	1535	4942
648	227	795	581	152	1555	1535	5036
649	229	795	581	152	1555	1535	5121
650	230	795	581	152	1556	1535	5195
651	231	795	581	152	1556	1535	5260
652	231	796	581	152	1556	1535	5315
653	232	796	581	152	1555	1535	5363
654	232	796	581	152	1556	1535	5405
655	232	796	581	152	1557	1535	5443
656	233	797	581	152	1556	1535	5481
657	234	797	581	152	1556	1535	5518
658	234	797	581	152	1556	1535	5555
659	235	798	581	151	1557	1535	5165
660	235	798	581	151	1557	1535	5197
661	236	798	581	151	1557	1536	5223
662	236	798	581	151	1557	1536	5242
663	236	799	581	151	1557	1536	5251
664	237	799	581	151	1556	1536	5252
665	237	799	581	151	1557	1536	5246
666	237	800	581	152	1556	1536	5239
667	238	800	581	152	1557	1536	5233
668	238	800	581	152	1557	1536	5235
669	238	800	581	152	1557	1535	5677
670	238	800	581	152	1557	1535	5706
671	238	800	581	151	1556	1535	5749
672	238	800	581	152	1557	1535	5803
673	238	800	581	152	1557	1535	5864
674	239	800	581	152	1557	1535	5928
675	239	800	581	151	1557	1535	5989
676	239	800	581	152	1557	1535	6043
677	239	800	581	151	1556	1535	6086
678	239	800	581	151	1556	1535	6114
679	239	800	581	152	1556	1535	6124
680	239	800	581	152	1556	1535	6120
681	239	799	581	151	1555	1535	6108
682	239	799	581	152	1556	1535	6093
683	239	799	581	151	1556	1535	6081
684	239	799	581	151	1556	1535	6078
685	239	799	581	151	1557	1535	6088
686	239	798	581	152	1556	1535	6112
687	239	798	581	152	1555	1535	6147
688	239	798	581	152	1555	1535	6191
689	239	798	581	152	1555	1534	6238
690	239	797	581	152	1555	1534	6286
691	238	797	581	152	1555	1534	6329
692	238	797	581	152	1556	1534	6367
693	238	796	581	152	1555	1534	6400
694	236	797	581	152	1555	1534	6430
