Sample Name,Sample Name Old,LowT,HighT,Frac_No,PK,RT,Pksize,Area Pct,Compound,PM,C,H,O,N-Bearing,m/z,Origin,E_mean,E_std,E_lower,E_upper
Laupahoehoe,LSAG 69,140,245,1,1,3.92,37.46,47.98,"2,4-Dimethylfuran",96,6,8,1,,"53, 67,96",Polysaccharide,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,2,5.13,1.39,1.77,"3-Heptene, 2-methyl",112,8,16,,,"55, 69, 112",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,3,5.85,3.42,4.38,Siloxane,,,,,,,CONT,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,4,6.92,1.68,2.16,"Heptane, x,x- dimethyl",128,9,20,,,"57, 71, 128",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,5,7.03,2.95,3.78,"Heptane, x,x- dimethyl",128,9,20,,,"57, 71, 128",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,6,7.12,1.82,2.34,"Heptane, x,x- dimethyl",128,9,20,,,"57, 71, 128",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,7,7.22,16.5,21.14,"Benzene, 1,3-bis(1,1-dimethylethyl)-",190,14,22,,,"57, 175, 190",Aromatic,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,8,7.8,2.46,3.16,"Cyclopentane, x,x-dipropyl-",154,11,22,,,"69, 111, 154",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,9,7.91,4.21,5.39,"Cyclopentane, x,x-dipropyl-",154,11,22,,,"69, 111, 154",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,10,8.02,3.1,3.97,"Cyclopentane, x,x-dipropyl-",154,11,22,,,"69, 111, 154",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,11,9.8,1.68,2.15,"Decane, x-methyl-",156,1,24,,,"57, 71, 156",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,140,245,1,12,9.93,1.39,1.78,"Decane, x-methyl-",156,1,24,,,"57, 71, 156",Alkane,122.5507589,8.112888288,114.4378706,126.4437215
Laupahoehoe,LSAG 69,245,318,2,2,3.05,46.8,68.81,Furfural,96,5,4,2,,96,Polysaccharide,130.336684,5.607552824,126.4437215,134.2296466
Laupahoehoe,LSAG 69,245,318,2,3,4.11,12.9,18.94,"2-Furancarboxaldehyde, 5-methyl-",110,6,6,2,,"53, 110",Polysaccharide,130.336684,5.607552824,126.4437215,134.2296466
Laupahoehoe,LSAG 69,245,318,2,4,5.6,4.9,7.14,Levoglucosenone,126,6,6,3,,"68, 98, 126",Polysaccharide,130.336684,5.607552824,126.4437215,134.2296466
Laupahoehoe,LSAG 69,245,318,2,5,6.08,1.5,2.22,"Benzene, 1,2,4,5-tetramethyl-",134,10,14,,,"119, 134",Aromatic,130.336684,5.607552824,126.4437215,134.2296466
Laupahoehoe,LSAG 69,245,318,2,6,7.42,2,2.88,"2-Cyclopenten-1-one, 2-pentyl-",152,10,16,1,,"67, 96, 152",Polysaccharide,130.336684,5.607552824,126.4437215,134.2296466
Laupahoehoe,LSAG 69,318,360,3,1,2.2772,91.3279,91.33,Cyclopentenone,82,5,6,1,,82,Polysaccharide,141.2144396,6.350744332,134.2296466,146.6533174
Laupahoehoe,LSAG 69,318,360,3,2,6.0607,4.1483,4.15,"Benzene, 1,2,3,5-tetramethyl-",134,10,14,,,"119, 134",Aromatic,141.2144396,6.350744332,134.2296466,146.6533174
Laupahoehoe,LSAG 69,318,360,3,3,6.5522,4.5238,4.52,"Pyridine, 2-propyl-",121,8,11,,1,"93, 106, 120",N-Bearing,141.2144396,6.350744332,134.2296466,146.6533174
Laupahoehoe,LSAG 69,360,405,4,1,2.69,27.18,14.65,Methylbenzene,,,,,,,Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,1,2.69,27.18,14.65,Pyridine,,,,,,,N-Bearing,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,2,3.09,5.95,6.41,"1H-Pyrrole, 2-methyl-",81,5,7,,1,"53, 80",N-Bearing,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,3,3.29,3.7,3.99,"Pyridine, 4-methyl",93,6,7,,1,"66, 93",N-Bearing,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,4,3.45,2.02,2.18,Styrene,104,8,8,,,"78, 104",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,5,3.57,4.16,4.48,"2-Cyclopenten-1-one, 2-methyl",96,6,8,1,,"53, 67, 96",Polysaccharide,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,6,3.79,2.79,3.01,"2,4-Hexadiene, 3,4-dimethyl-",110,8,14,,,"67, 95, 110",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,7,4.09,2.88,3.11,"2-Cyclopenten-1-one, 3-methyl-",96,6,8,1,,"53, 67, 96",Polysaccharide,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,8,4.35,3.98,4.28,Benzofuran,118,8,6,1,,"63, 90, 118",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,9,4.89,3.83,4.12,1H-Indene,116,9,8,,,"89, 116",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,10,5.31,2.21,2.38,"Benzene, 1-methyl-2-(2-propenyl)-",132,10,12,,,"117, 132",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,11,5.56,2.52,2.72,"Benzofuran, 2-methyl-",132,9,8,1,,"103, 131",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,12,5.93,1.38,1.49,Benzyl nitrile,117,8,7,,1,"90, 117",N-Bearing,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,13,6.06,2.81,3.03,"1H-Indene, 1-methyl-",130,10,10,,,"115, 130",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,14,6.52,2.28,2.46,Naphthalene,128,10,8,,,128,PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,15,6.73,0.43,0.46,"1H-Benzimidazole, 5,6-dimethyl",146,9,10,,2,"91, 131, 146",N-Bearing,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,16,6.83,0.88,0.95,"1H-Benzimidazole, 2-ethyl-",146,9,10,,2,"118, 131, 145",N-Bearing,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,17,7.31,2.39,2.58,"1H-Indene, 4,7-dimethyl-",144,11,12,,,"115, 129, 144",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,18,7.5,0.9,0.97,"Benzene, 1,4-bis(1-methylethenyl)-",158,12,14,,,"115, 143, 158",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,19,7.69,1.52,1.63,Tridecane (C13),184,13,28,,,"57, 184",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,20,7.88,1.17,1.26,"Naphthalene, 2-methyl-",142,11,10,,,"115, 142",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,21,8.08,1.13,1.21,"Naphthalene, 1-methyl-",142,11,10,,,"115, 142",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,22,8.56,1.31,1.41,"Benzene, heptyl-",176,13,20,,,"92, 176",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,23,8.82,1.08,1.17,"1,2,3-Trimethylindene",158,12,14,,,"128, 143, 158",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,24,9.11,1.04,1.12,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,25,9.22,0.61,0.66,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,26,9.44,1.19,1.28,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,27,9.68,0.86,0.93,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,28,9.83,0.66,0.71,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,29,10.03,0.51,0.55,1-Pentadecene (C15:1),210,15,30,,,"55, 210",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,30,10.13,0.73,0.78,Pentadecane (C15),212,15,32,,,"57, 212",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,31,10.56,0.62,0.67,"1H-Inden-1-one, 2,3-dihydro-3,3,4,5-tetramethyl-",188,13,16,1,,"173, 188",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,32,10.72,0.55,0.59,"Naphthalene, x,x,x-trimethyl-",170,13,14,,,"155, 170",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,33,10.92,0.51,0.55,"Naphthalene, x,x,x-trimethyl-",170,13,14,,,"155, 170",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,34,11.11,0.99,1.06,"Naphthalene, x,x,x-trimethyl-",170,13,14,,,"155, 170",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,35,11.3,0.39,0.42,Hexadecane (C16),226,16,34,,,"57, 226",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,36,11.42,0.72,0.77,"Naphthalene, x,x,x-trimethyl-",170,13,14,,,"155, 170",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,37,11.93,0.36,0.39,"1H-Indene, 5-(1,1-dimethylethyl)-2,3-dihydro-1,1-dimethyl-",202,15,22,,,"187, 202",Aromatic,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,38,12.42,0.45,0.49,Heptadecane (C17),240,17,36,,,"57, 240",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,39,12.78,0.69,0.75,"9H-Fluorene, 2-methyl-",180,14,12,,,"165, 180",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,40,13.07,0.59,0.63,"1,4,5,8-Tetramethylnaphthalene",184,14,16,,,"169, 184",PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,41,13.49,0.62,0.67,Octadecane (C18),254,18,38,,,"57, 254",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,42,13.69,0.27,0.29,Anthracene,178,14,10,,,178,PAH,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,43,14.51,0.67,0.72,Nonadecane (C19),268,19,40,,,,Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,44,15.31,0.17,0.18,Column,,,,,,,CONT,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,45,15.5,0.18,0.19,Eicosane (C20),282,20,42,,,"57, 282",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,46,16.44,0.14,0.16,Heneicosane (C21),296,21,44,,,"57, 296",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,47,16.72,0.11,0.12,Column,,,,,,,CONT,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,48,17.33,0.15,0.17,Docosane (C22),310,22,46,,,"57, 310",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,49,18,0.11,0.12,Column,,,,,,,CONT,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,50,18.19,0.11,0.12,Tricosane (C23),324,23,48,,,"57, 324",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,51,19.02,0.07,0.08,Tetracosane (C24),338,24,50,,,"57, 338",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,52,19.18,0.15,0.16,Column,,,,,,,CONT,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,360,405,4,53,19.82,0.07,0.07,Pentacosane (C25),352,25,52,,,"57, 352",Alkane,152.1159873,6.427172416,146.6533174,157.5548651
Laupahoehoe,LSAG 69,405,800,5,6,2.01,12.18,13.67,Benzene,78,6,6,,,78,Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,8,2.36,3.21,3.61,Pyridine,79,5,5,,1,79,N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,9,2.48,8.72,9.79,Toluene,91,7,8,,,91,Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,10,2.76,0.92,1.03,"Pyridine, x-methyl-",93,6,7,,1,"66, 93",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,11,2.89,0.55,0.62,"1H-Pyrrole, x-methyl-",81,5,7,,1,"53, 80",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,12,2.96,0.33,0.37,"1H-Pyrrole, x-methyl-",81,5,7,,1,"53, 80",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,13,3.09,1.57,1.76,"Pyridine, x-methyl-",93,6,7,,1,"66, 93",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,14,3.15,2.57,2.89,p-Xylene,106,8,10,,,"91, 106",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,15,3.32,2.46,2.77,Styrene,104,8,8,,,"78, 104",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,16,3.65,0.4,0.45,"Pyridine, 2,5-dimethyl-",107,7,9,,1,"79, 107",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,19,3.92,0.49,0.55,"Benzene, 1-ethyl-2-methyl-",120,9,12,,,"105, 120",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,21,4.07,2.91,3.26,Phenol,94,6,6,1,,"66, 94",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,22,4.17,3.05,3.42,Benzonitrile,103,7,5,,1,"76, 103",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,23,4.25,1.13,1.27,"Benzene, 2-propenyl-",117,9,10,,,"91, 117",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,24,4.29,1.11,1.25,Benzofuran,118,8,6,1,,"63, 90, 118",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,27,4.81,2.64,2.96,1H-Indene,116,9,8,,,"89, 116",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,29,5.05,1.71,1.91,"Phenol, 2-methyl-",108,7,8,1,,"79, 108",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,32,5.28,0.98,1.1,"Benzonitrile, 2-methyl-",117,8,7,,1,"90, 117",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,34,5.44,0.73,0.82,"Benzonitrile, 4-methyl-",117,8,7,,1,"90, 117",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,35,5.5,0.77,0.87,"Benzofuran, 2-methyl-",132,9,8,1,,"103, 131",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,38,5.99,1.05,1.18,"1H-Indene, X-methyl-",130,10,10,,,"115, 130",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,39,6.07,1.38,1.55,"1H-Indene, 1-methyl-",130,10,10,,,"115, 130",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,41,6.47,7.02,7.87,Naphthalene,128,10,8,,,128,PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,45,7.12,0.82,0.92,Quinoline,129,9,7,,1,"102, 129",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,47,7.42,0.75,0.84,"1H-Indene, 4,7-dimethyl-",144,11,12,,,"115, 129, 144",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,50,7.82,3.19,3.58,"Naphthalene, 2-methyl-",142,11,10,,,"115, 142",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,51,8.03,1.62,1.82,"Naphthalene, 1-methyl-",142,11,10,,,"115, 142",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,52,8.84,1.91,2.14,Biphenyl,154,12,10,,,154,PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,54,9.04,0.65,0.72,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,55,9.18,0.47,0.53,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,56,9.36,0.45,0.51,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,57,9.41,0.31,0.34,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,58,9.48,0.46,0.52,"Naphthalene, 1-(2-propenyl)-",168,13,12,,,"115, 153, 168",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,59,9.62,0.21,0.23,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,60,9.76,0.53,0.6,Acenaphthylene,152,12,8,,,"76, 152",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,61,9.81,0.57,0.63,"Naphthalene, x,x-dimethyl-",156,12,12,,,"141, 156",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,62,10.12,0.33,0.37,"1,1'-Biphenyl, 3-methyl-",168,13,12,,,"152, 168",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,63,10.23,0.17,0.19,"1,1'-Biphenyl, 4-methyl-",168,13,12,,,"152, 168",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,64,10.31,0.19,0.22,1-Naphthalenecarbonitrile,153,11,7,,1,"126, 153",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,65,10.56,1.45,1.63,Dibenzofuran,168,12,8,1,,"139, 168",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,66,10.63,0.61,0.69,2-Naphthalenecarbonitrile,153,11,7,,1,"126, 153",N-Bearing,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,67,11.14,0.28,0.31,1H-Phenalene,165,13,10,,,165,Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,69,11.36,2.37,2.66,Fluorene,166,13,10,,,166,Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,71,11.78,0.41,0.46,"Dibenzofuran, x-methyl-",182,13,10,1,,"152, 182",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,73,11.95,0.36,0.4,"Dibenzofuran, x-methyl-",182,13,10,1,,"152, 182",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,75,12.63,0.29,0.32,"Fluorene, x-methyl-",180,14,12,,,"152, 165, 180",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,76,12.67,0.35,0.4,"Fluorene, x-methyl-",180,14,12,,,"152, 165, 180",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,77,12.74,0.44,0.49,"Fluorene, x-methyl-",180,14,12,,,"152, 165, 180",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,78,12.87,0.24,0.27,"Fluorene, x-methyl-",180,14,12,,,"152, 165, 180",Aromatic,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,81,13.59,2.63,2.95,Anthracene,178,14,10,,,"152, 178",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,82,13.69,1.36,1.53,Phenanthrene,178,14,10,,,"152, 178",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,84,14.34,0.14,0.16,"Naphthalene, x-phenyl-",204,16,12,,,"101, 204",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,86,14.77,0.29,0.32,"Phenanthrene, x-methyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,87,14.83,0.35,0.39,"Phenanthrene, x-methyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,88,14.93,0.48,0.54,"Anthracene, x-methyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,89,15.02,0.6,0.67,"Phenanthrene, x-methyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,90,15.09,0.27,0.3,"Phenanthrene, x-methyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,91,15.5,0.82,0.92,"Naphthalene, x-phenyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,92,16.19,0.22,0.24,"Naphthalene, x-phenyl-",192,15,12,,,"165, 192",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,93,16.43,1.03,1.15,Fluoranthene,202,16,10,,,"101, 202",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,96,16.94,1.04,1.16,Pyrene,202,16,10,,,"101, 202",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,97,17.14,0.28,0.31,"Indeno[2,1-b]chromene,",218,16,10,1,,"94, 109, 189, 218",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,98,17.51,0.25,0.28,"Benzo[b]naphtho[2,3-d]furan",218,16,10,1,,"94, 109, 189, 218",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,99,17.81,0.78,0.88,"Pyrene, x-methyl-",216,17,12,,,"108, 216",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,100,17.97,0.46,0.51,11H-Benzo[b]fluorene,216,17,12,,,"107, 216",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,101,18.26,0.1,0.11,"Pyrene, x-methyl-",216,17,12,,,"108, 216",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,102,19.86,0.41,0.46,Triphenylene,228,18,12,,,"113, 228",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,405,800,5,103,19.95,0.29,0.33,Benz(a)anthracene,228,18,12,,,"114, 228",PAH,166.075493,8.137831983,157.5548651,174.213325
Laupahoehoe,LSAG 69,400,400,,1,2.79,8.21,11.84,Urea,60,1,4,1,2,60,N-Bearing,,,,
Laupahoehoe,LSAG 69,400,400,,2,3.03,13.8,19.9,Furfural,96,5,4,2,,96,Polysaccharide,,,,
Laupahoehoe,LSAG 69,400,400,,3,3.63,7.16,10.33,"2,4-Dimethylfuran",96,6,8,1,,"67, 96",Polysaccharide,,,,
Laupahoehoe,LSAG 69,400,400,,4,4.03,5.11,7.36,"2-Furancarboxaldehyde, 5-methyl-",110,6,6,2,,"53, 110",Polysaccharide,,,,
Laupahoehoe,LSAG 69,400,400,,5,4.25,2.72,3.92,"2-Cyclopenten-1-one, 3-methyl-",96,6,8,1,,"67, 96",Polysaccharide,,,,
Laupahoehoe,LSAG 69,400,400,,6,4.36,4.41,6.36,Benzofuran,118,8,6,1,,"63, 90, 118",Aromatic,,,,
Laupahoehoe,LSAG 69,400,400,,7,4.83,2.78,4.01,1H-Indene,116,9,8,,,"89, 116",Aromatic,,,,
Laupahoehoe,LSAG 69,400,400,,8,5.09,1.3,1.88,Acetophenone,120,8,8,1,,"77, 105, 120",Aromatic,,,,
Laupahoehoe,LSAG 69,400,400,,9,5.27,1.12,1.61,"1-Propanone, 1-(2-furanyl)-",124,7,8,2,,"95, 124",Polysaccharide,,,,
